Order_ID,Customer_Name,Gender,Age,City,Product,Category,Price,Quantity,Order_Date,Payment_Method,Rating
1298,Ahmed Raza,Female,twenty five,Multan,Perfume,Clothing,102825,1,2024-01-10,,
1299,Sana Khan,Male,,Faisalabad,Handbag,Beauty,,2,2024-01-10,Card,5
1300,Ahmed Ali,Female,twenty five,Islamabad,Headphones,Accessories,,4,2024-05-20,Card,1
1301,Ali Khan,Female,,Multan,Tablet,Electronics,81098,5,2024/02/15,card,5
1302,Sara Ahmed,,,Karachi,Headphones,Clothing,65380,3,2024-05-20,Card,4
1303,Ali Khan,Female,,Lahore,Makeup Kit,Accessories,25935,5,2024-01-10,COD,4
1304,Ahmed Raza,Female,twenty five,Lahore,TV,Accessories,41500,1,2024-01-10,cash,1
1305,Ali Khan,Male,20,Faisalabad,Shirt,Beauty,41143,3,2024/02/15,card,3
1306,Kiran Noor,Female,twenty five,Faisalabad,Watch,Beauty,107471,3,2024-01-10,cash,4
1307,Kiran Noor,Female,twenty five,Karachi,TV,Clothing,78389,3,2024-05-20,card,1
1308,Sara Ahmed,Female,twenty five,,Mobile Phone,Beauty,,5,15-03-2024,cash,1
1309,Bilal Ahmed,Female,twenty five,Faisalabad,Shirt,Beauty,23599,3,15-03-2024,COD,4
1310,Usman Ali,Male,,Faisalabad,Laptop,Electronics,54454,2,2024/02/15,Cash,3
1311,Kiran Noor,,twenty five,,Mobile Phone,Electronics,,2,2024/02/15,Card,2
1312,Ayesha Khan,Female,48,Karachi,Tablet,Accessories,47161,1,2024/02/15,Cash,1
1313,,,33,Multan,Shirt,Electronics,55660,1,15-03-2024,Card,3
1314,Sara Ahmed,Female,,Karachi,Headphones,Clothing,11672,4,2024-01-10,cash,
1315,Ahmed Ali,,33,Faisalabad,Shirt,Beauty,115024,2,15-03-2024,cash,4
1316,Ahmed Ali,Male,twenty five,Faisalabad,Perfume,Accessories,37882,1,2024-05-20,cash,1
1317,Kiran Noor,Female,twenty five,Multan,Jewelry,Clothing,,4,2024/02/15,Cash,4
1318,Bilal Ahmed,,,Multan,Jewelry,Clothing,,2,2024-05-20,card,2
1319,Sara Ahmed,Male,,Islamabad,Laptop,Beauty,33677,5,2024-01-10,,5
1320,Ahmed Ali,Female,,Multan,TV,Accessories,99067,5,2024-01-10,,1
1321,Ahmed Ali,Male,,Faisalabad,Perfume,Electronics,,3,2024-01-10,Cash,4
1322,Sara Ahmed,Male,,Karachi,Shoes,Beauty,,1,2024/02/15,Cash,5
1323,Ahmed Ali,Female,,Lahore,TV,Electronics,,4,2024-05-20,cash,1
1324,Ali Khan,,,,Jewelry,Beauty,101294,5,2024-05-20,Card,4
1325,Ali Khan,Female,48,Faisalabad,Makeup Kit,Accessories,80576,4,15-03-2024,Cash,
1326,Ali Khan,Female,28,,Mobile Phone,Clothing,,5,2024-01-10,cash,4
1327,Usman Ali,Female,,Faisalabad,Tablet,Beauty,,1,15-03-2024,Cash,4
1328,Usman Ali,Female,,Karachi,Watch,Clothing,5443,1,2024-05-20,,4
1329,Hina Tariq,Male,35,Islamabad,Laptop,Clothing,,4,2024-01-10,COD,
1330,Usman Ali,Female,38,Islamabad,Watch,Beauty,40615,4,2024/02/15,card,3
1331,Sana Khan,Male,twenty five,Multan,Shirt,Clothing,99537,2,2024/02/15,Cash,4
1332,Ahmed Ali,Female,21,Multan,Watch,Beauty,58018,2,2024-05-20,COD,3
1333,Sana Khan,Male,twenty five,Faisalabad,Makeup Kit,Accessories,,4,2024/02/15,,1
1334,Bilal Ahmed,Female,twenty five,,Jewelry,Accessories,97987,5,15-03-2024,COD,
1335,,Female,35,Karachi,Tablet,Electronics,,4,2024/02/15,card,3
1336,Sara Ahmed,Female,twenty five,Multan,TV,Beauty,,4,2024-01-10,COD,4
1337,Kiran Noor,,41,Multan,TV,Accessories,23914,3,15-03-2024,Cash,1
1338,Sana Khan,,twenty five,Faisalabad,Headphones,Electronics,42250,3,2024-05-20,cash,3
1339,Ahmed Raza,Female,,Faisalabad,Shirt,Beauty,,1,2024-01-10,,
1340,Ahmed Raza,,28,Faisalabad,Watch,Accessories,21742,4,2024-01-10,,1
1341,Ayesha Khan,Male,43,,Perfume,Clothing,,3,2024-05-20,Card,2
1342,Hina Tariq,,21,Multan,Shoes,Electronics,,4,2024-05-20,card,5
1343,Usman Ali,,twenty five,Multan,Laptop,Beauty,21559,2,2024/02/15,Cash,3
1344,Ayesha Khan,Male,28,Lahore,Tablet,Accessories,60391,3,2024-05-20,Card,4
1345,Sana Khan,Male,44,Multan,Perfume,Accessories,100630,3,2024-05-20,COD,4
1346,Ahmed Ali,,30,Multan,Handbag,Clothing,65685,4,2024/02/15,,
1347,Bilal Ahmed,Female,twenty five,Multan,Shirt,Accessories,,2,2024-01-10,,4
1348,Ahmed Raza,Male,,Lahore,Watch,Clothing,114248,3,2024/02/15,Card,1
1349,Farhan Ali,Female,,Multan,Handbag,Clothing,,4,2024/02/15,,1
1350,Sana Khan,,30,Multan,Watch,Clothing,32201,4,15-03-2024,COD,3
1351,Bilal Ahmed,Male,29,Lahore,Headphones,Accessories,,2,2024-05-20,card,2
1352,Usman Ali,Male,,Lahore,Watch,Clothing,81082,2,2024/02/15,,2
1353,Sana Khan,Female,,Lahore,Makeup Kit,Beauty,32357,5,2024/02/15,,3
1354,Usman Ali,Male,,Faisalabad,Laptop,Accessories,,2,2024/02/15,,4
1355,Ali Khan,,,Islamabad,Shoes,Accessories,5405,4,15-03-2024,COD,4
1356,Kiran Noor,,twenty five,Faisalabad,Handbag,Clothing,,4,2024-05-20,Cash,4
1357,Bilal Ahmed,Male,,Islamabad,Shirt,Clothing,59738,4,2024-01-10,card,4
1358,,,,Islamabad,Laptop,Electronics,12453,2,2024-05-20,,4
1359,Ahmed Ali,,27,Islamabad,Jewelry,Electronics,76356,3,15-03-2024,Cash,2
1360,Ahmed Ali,,twenty five,Islamabad,Jewelry,Accessories,,3,15-03-2024,,2
1361,Ahmed Raza,,36,Karachi,Laptop,Beauty,4971,1,2024-01-10,cash,5
1362,Hassan Raza,Male,,Faisalabad,Tablet,Accessories,102165,5,2024-01-10,,4
1363,Ahmed Ali,Female,41,Karachi,Makeup Kit,Electronics,,5,2024-05-20,Card,5
1364,Ayesha Khan,,,Lahore,Headphones,Clothing,73930,4,2024-01-10,card,5
1365,Farhan Ali,Male,48,Faisalabad,Perfume,Beauty,,3,15-03-2024,COD,3
1366,Ahmed Ali,Male,50,Lahore,TV,Electronics,81396,3,2024-01-10,Card,3
1367,Zainab Malik,Female,29,Multan,TV,Accessories,,4,15-03-2024,card,4
1368,Sara Ahmed,,,Islamabad,Watch,Beauty,42473,2,2024-05-20,Card,3
1369,Bilal Ahmed,,,Karachi,Jewelry,Clothing,88029,4,2024-01-10,cash,5
1370,Ali Khan,,twenty five,Lahore,Makeup Kit,Clothing,,2,2024-01-10,Card,3
1371,Ali Khan,,42,Faisalabad,Handbag,Electronics,39160,3,2024-05-20,,2
1372,Sara Ahmed,,48,Lahore,Watch,Accessories,,2,2024-01-10,Card,
1373,Ali Khan,,,Multan,Watch,Beauty,27801,5,15-03-2024,Cash,
1374,Ahmed Ali,Female,twenty five,Karachi,Tablet,Clothing,,4,2024/02/15,COD,5
1375,Hina Tariq,,twenty five,,Headphones,Electronics,7751,5,15-03-2024,,1
1376,Ahmed Ali,Male,32,Lahore,Shoes,Beauty,75629,4,2024/02/15,Card,1
1377,Bilal Ahmed,Female,,Islamabad,Headphones,Clothing,41937,3,2024-01-10,COD,3
1378,Zainab Malik,Female,twenty five,Lahore,Makeup Kit,Clothing,86479,4,2024/02/15,Card,1
1379,Bilal Ahmed,,33,Islamabad,Tablet,Beauty,44894,5,15-03-2024,cash,3
1380,Ali Khan,,40,Islamabad,Shirt,Accessories,,4,2024-05-20,,3
1381,Ali Khan,Female,,Islamabad,Shirt,Electronics,6179,5,15-03-2024,card,5
1382,Usman Ali,Female,twenty five,Islamabad,TV,Electronics,117044,5,2024-01-10,Cash,5
1383,,,,Lahore,Tablet,Beauty,32550,5,15-03-2024,Cash,3
1384,Usman Ali,,32,Lahore,Handbag,Clothing,80702,3,2024-05-20,cash,
1385,,,,Islamabad,Tablet,Clothing,106795,3,2024-01-10,Card,
1386,Hina Tariq,,,Faisalabad,Laptop,Beauty,,5,2024/02/15,Card,5
1387,Usman Ali,Female,,,Jewelry,Electronics,84036,5,15-03-2024,card,3
1388,Usman Ali,,,Karachi,Handbag,Accessories,,1,15-03-2024,Card,2
1389,Bilal Ahmed,Female,twenty five,Faisalabad,Shoes,Accessories,103719,1,2024-05-20,COD,2
1390,Ayesha Khan,,43,Faisalabad,Tablet,Electronics,,3,2024-01-10,cash,4
1391,Ayesha Khan,,,,Handbag,Beauty,25145,1,15-03-2024,COD,4
1392,Ahmed Ali,Female,,Lahore,Tablet,Clothing,80069,5,2024/02/15,card,3
1393,Ahmed Raza,Male,twenty five,Faisalabad,Mobile Phone,Beauty,,4,2024/02/15,Cash,5
1394,Sara Ahmed,Female,,Islamabad,TV,Clothing,69637,4,2024-05-20,,5
1395,Hassan Raza,Male,twenty five,Lahore,Perfume,Electronics,28805,3,2024-05-20,card,1
1396,Usman Ali,Male,twenty five,Karachi,Tablet,Clothing,,1,2024/02/15,Card,4
1397,Hina Tariq,,twenty five,Islamabad,Watch,Electronics,,1,2024/02/15,Cash,5
1398,Kiran Noor,Male,,Multan,Headphones,Electronics,53826,3,15-03-2024,Card,1
1399,Sara Ahmed,Male,,Karachi,Makeup Kit,Accessories,84347,3,2024/02/15,COD,3
1400,,Female,38,Lahore,Tablet,Electronics,110295,5,15-03-2024,cash,
1401,Ahmed Ali,Male,31,Islamabad,Makeup Kit,Beauty,61559,2,15-03-2024,Card,4
1402,Farhan Ali,,,,Watch,Beauty,,3,2024-01-10,Card,3
1403,Zainab Malik,Female,,Faisalabad,Shirt,Clothing,,3,15-03-2024,card,4
1404,,,,Karachi,Shoes,Electronics,13300,5,2024/02/15,Card,4
1405,,Male,,Islamabad,Shoes,Clothing,28546,2,2024-01-10,Card,2
1406,Sana Khan,Female,twenty five,Karachi,Mobile Phone,Electronics,88917,2,2024-01-10,card,2
1407,Ahmed Raza,Female,twenty five,Faisalabad,Shirt,Beauty,,5,2024-05-20,cash,2
1408,Zainab Malik,Female,,Karachi,Shirt,Accessories,7880,1,2024/02/15,,2
1409,Zainab Malik,,,Faisalabad,Laptop,Clothing,98654,1,15-03-2024,card,3
1410,Sana Khan,,twenty five,,Handbag,Clothing,116036,4,2024-05-20,COD,4
1411,Ali Khan,Male,twenty five,Faisalabad,Perfume,Electronics,113761,2,15-03-2024,COD,1
1412,Bilal Ahmed,Male,36,Karachi,Jewelry,Clothing,,4,15-03-2024,Card,
1413,,Male,,,Handbag,Electronics,75195,3,2024-01-10,COD,2
1414,Ahmed Raza,,,Multan,Laptop,Accessories,80476,2,2024-01-10,cash,4
1415,Hassan Raza,Female,,Karachi,Headphones,Accessories,53516,3,2024/02/15,COD,5
1416,Hassan Raza,Male,23,Lahore,Headphones,Electronics,,4,2024-01-10,Cash,1
1417,Ayesha Khan,,,Faisalabad,Handbag,Clothing,10242,5,15-03-2024,COD,1
1418,Bilal Ahmed,,,Faisalabad,Mobile Phone,Accessories,21135,1,2024-05-20,Card,1
1419,Usman Ali,,40,Lahore,TV,Electronics,,5,2024-05-20,Card,1
1420,Hina Tariq,,25,Islamabad,Mobile Phone,Electronics,38193,2,2024/02/15,cash,4
1421,Hassan Raza,Female,,Multan,Tablet,Clothing,,2,2024/02/15,card,
1422,Ayesha Khan,Male,46,Lahore,Shoes,Beauty,,1,2024/02/15,COD,2
1423,Ali Khan,,,Faisalabad,Handbag,Clothing,,2,15-03-2024,card,5
1424,Zainab Malik,,27,Karachi,Handbag,Beauty,77469,1,2024-05-20,Card,3
1425,Kiran Noor,,33,,Handbag,Electronics,,1,2024-05-20,cash,1
1426,Sana Khan,,,,Tablet,Beauty,,5,2024/02/15,Card,4
1427,Zainab Malik,,45,,Handbag,Clothing,57388,2,2024/02/15,Cash,1
1428,Sara Ahmed,Female,twenty five,Faisalabad,Shoes,Beauty,,2,2024-05-20,cash,
1429,Ahmed Raza,Female,44,Multan,Handbag,Clothing,85390,2,15-03-2024,Cash,4
1430,Hina Tariq,Female,twenty five,Karachi,Headphones,Beauty,,5,2024/02/15,,3
1431,Sara Ahmed,Male,23,Faisalabad,Headphones,Beauty,79016,5,15-03-2024,cash,
1432,Hassan Raza,,,Lahore,TV,Beauty,19455,2,2024-01-10,Card,2
1433,Ayesha Khan,,twenty five,Karachi,Perfume,Electronics,,3,2024-01-10,,3
1434,Ahmed Ali,Male,twenty five,Lahore,Shoes,Clothing,67843,2,2024-05-20,cash,2
1435,Zainab Malik,,32,Islamabad,Tablet,Beauty,33804,1,2024-01-10,cash,1
1436,Hina Tariq,Female,twenty five,Karachi,Mobile Phone,Electronics,,2,15-03-2024,card,4
1437,Sana Khan,,28,,Jewelry,Electronics,81786,1,15-03-2024,Cash,
1438,Ahmed Ali,Female,,Lahore,Shirt,Accessories,,1,15-03-2024,COD,5
1439,Bilal Ahmed,Female,twenty five,Faisalabad,Mobile Phone,Electronics,50700,5,2024-05-20,,3
1440,Hassan Raza,Male,47,Multan,TV,Accessories,,2,2024/02/15,cash,
1441,Zainab Malik,Male,19,Islamabad,Laptop,Beauty,87636,2,2024/02/15,COD,1
1442,Ali Khan,,31,Islamabad,Watch,Beauty,,4,2024-01-10,Card,4
1443,Hassan Raza,Female,twenty five,Multan,Laptop,Electronics,11353,1,15-03-2024,COD,3
1444,Ali Khan,Male,20,Karachi,Shirt,Electronics,74777,3,2024-05-20,Cash,5
1445,Zainab Malik,Male,28,Islamabad,Shirt,Electronics,85962,3,2024/02/15,Cash,1
1446,Ahmed Raza,Male,,Islamabad,Shirt,Electronics,40718,1,2024-05-20,COD,1
1447,Bilal Ahmed,,,,TV,Accessories,27728,5,2024-05-20,cash,
1448,Farhan Ali,,24,Multan,TV,Accessories,17562,5,2024/02/15,cash,3
1449,,,,Lahore,TV,Electronics,24365,5,2024-01-10,cash,3
1450,Zainab Malik,Female,,Islamabad,Laptop,Accessories,18795,4,2024/02/15,Card,2
1451,Sana Khan,Female,41,Faisalabad,Jewelry,Accessories,,4,15-03-2024,Card,
1452,Farhan Ali,Male,,Islamabad,Perfume,Accessories,,5,2024/02/15,,4
1453,,Male,,Islamabad,TV,Electronics,83642,1,15-03-2024,COD,1
1454,Sana Khan,Female,twenty five,Multan,Perfume,Clothing,96672,3,15-03-2024,Card,
1455,Farhan Ali,Male,,Faisalabad,Shoes,Beauty,26216,5,15-03-2024,card,4
1456,Ahmed Ali,,27,,Mobile Phone,Clothing,68889,1,2024/02/15,cash,2
1457,Ahmed Ali,,18,Lahore,Shoes,Accessories,5696,3,15-03-2024,,
1458,Zainab Malik,Female,twenty five,Islamabad,Shoes,Accessories,14239,3,2024-01-10,Card,3
1459,Ahmed Ali,Male,twenty five,Lahore,TV,Clothing,37512,2,2024-01-10,cash,
1460,Bilal Ahmed,Male,,Lahore,Mobile Phone,Accessories,101007,3,2024-01-10,Cash,2
1461,Zainab Malik,,twenty five,Islamabad,Shoes,Accessories,41806,3,15-03-2024,,2
1462,Ali Khan,,,,Watch,Accessories,32775,4,2024-01-10,cash,4
1463,Ahmed Ali,Female,,Multan,Watch,Clothing,,2,15-03-2024,Card,
1464,Sana Khan,Female,44,Lahore,Perfume,Electronics,,5,2024/02/15,,5
1465,,Female,40,Islamabad,Watch,Clothing,,2,2024/02/15,COD,4
1466,Usman Ali,Male,18,Lahore,Tablet,Accessories,115776,2,15-03-2024,,3
1467,Ali Khan,Female,46,Islamabad,Handbag,Electronics,73612,3,15-03-2024,Card,
1468,Sana Khan,Male,,,Perfume,Clothing,,1,2024/02/15,Cash,
1469,Ayesha Khan,,twenty five,Faisalabad,Laptop,Clothing,,5,2024-01-10,card,3
1470,Zainab Malik,Female,twenty five,,Mobile Phone,Electronics,95435,5,2024/02/15,COD,3
1471,Hina Tariq,,,Faisalabad,Tablet,Accessories,,4,2024-05-20,Card,5
1472,Farhan Ali,Female,twenty five,Multan,Perfume,Clothing,77551,3,2024-05-20,Cash,4
1473,Farhan Ali,,twenty five,Karachi,Handbag,Beauty,8248,3,2024-01-10,Card,1
1474,Ahmed Ali,Male,twenty five,Islamabad,Tablet,Clothing,,1,2024/02/15,Card,2
1475,Usman Ali,Female,20,Islamabad,Handbag,Beauty,9191,5,2024/02/15,Cash,2
1476,Usman Ali,Female,49,Lahore,Tablet,Accessories,,1,2024-01-10,,5
1477,Hassan Raza,,,Faisalabad,Laptop,Beauty,,3,2024-05-20,card,
1478,Usman Ali,,41,Multan,Handbag,Clothing,,4,15-03-2024,card,1
1479,Kiran Noor,,,,Makeup Kit,Accessories,18632,5,2024/02/15,Cash,2
1480,Bilal Ahmed,Female,twenty five,Faisalabad,Mobile Phone,Beauty,,4,2024/02/15,Cash,
1481,Hina Tariq,Female,twenty five,Karachi,Tablet,Electronics,,3,2024-01-10,card,
1482,Sara Ahmed,,31,Multan,Handbag,Beauty,84377,3,2024/02/15,card,3
1483,Ali Khan,Female,twenty five,Lahore,TV,Clothing,63141,5,2024-05-20,Card,5
1484,Ahmed Ali,,27,,Handbag,Accessories,119779,3,2024-05-20,cash,
1485,Usman Ali,,twenty five,Karachi,Shoes,Accessories,11009,3,2024/02/15,card,1
1486,Ahmed Ali,Female,,Faisalabad,Shirt,Clothing,25266,1,2024-05-20,COD,2
1487,Sara Ahmed,,,Multan,Handbag,Electronics,32320,4,2024-01-10,card,1
1488,Usman Ali,Male,twenty five,Multan,Headphones,Clothing,,4,2024/02/15,cash,2
1489,Ahmed Raza,,,Lahore,Headphones,Beauty,,3,2024-05-20,Card,1
1490,Bilal Ahmed,Male,,Karachi,Laptop,Accessories,,1,2024-05-20,cash,
1491,Kiran Noor,Female,29,Faisalabad,Perfume,Electronics,89215,3,15-03-2024,COD,5
1492,Hina Tariq,,,Multan,Mobile Phone,Electronics,,5,2024-01-10,card,3
1493,Ali Khan,,,Multan,Headphones,Beauty,,1,2024-05-20,COD,5
1494,Sara Ahmed,,,Multan,Jewelry,Clothing,50963,5,15-03-2024,COD,5
1495,Usman Ali,,twenty five,Multan,Mobile Phone,Clothing,24659,3,2024-01-10,,5
1496,Sara Ahmed,Male,,Multan,Handbag,Clothing,45946,1,15-03-2024,Card,3
1497,Hina Tariq,Male,twenty five,,Headphones,Electronics,44588,2,2024-01-10,COD,1
1498,,,35,Islamabad,Perfume,Electronics,18825,2,2024-05-20,cash,5
1499,Kiran Noor,Male,twenty five,Islamabad,Watch,Electronics,71501,4,15-03-2024,cash,
1500,Bilal Ahmed,Female,,Multan,Shoes,Clothing,115449,1,2024-01-10,Cash,5
1501,Hina Tariq,,34,Karachi,Shirt,Accessories,,3,2024/02/15,cash,
1502,Usman Ali,,,Multan,TV,Clothing,30138,3,15-03-2024,cash,4
1503,Hina Tariq,Male,twenty five,Lahore,Shirt,Beauty,,5,15-03-2024,,5
1504,Sana Khan,,,Karachi,Handbag,Electronics,,5,2024-01-10,Cash,4
1505,Kiran Noor,Female,32,Lahore,Shirt,Clothing,60306,1,2024-05-20,Card,3
1506,,Female,,Multan,Perfume,Clothing,8345,1,2024-01-10,,4
1507,Ahmed Raza,,,Multan,Mobile Phone,Electronics,,4,15-03-2024,Cash,1
1508,Ali Khan,Female,,Faisalabad,Headphones,Electronics,,3,2024/02/15,card,
1509,Ayesha Khan,,32,Karachi,TV,Electronics,21612,2,2024-05-20,,
1510,Bilal Ahmed,Male,31,Multan,Handbag,Clothing,,3,2024-05-20,cash,3
1511,Ahmed Ali,,twenty five,Lahore,TV,Electronics,16128,3,2024/02/15,Card,1
1512,Sana Khan,,twenty five,Karachi,TV,Clothing,9785,2,2024/02/15,COD,2
1513,Zainab Malik,Female,22,Karachi,Watch,Accessories,49953,3,2024-05-20,cash,
1514,Kiran Noor,Female,,Lahore,Tablet,Accessories,39638,1,2024-01-10,cash,1
1515,Usman Ali,Male,twenty five,,TV,Beauty,43768,1,2024-01-10,,3
1516,Ayesha Khan,Female,,Lahore,Shirt,Beauty,,2,15-03-2024,Cash,2
1517,Ayesha Khan,,twenty five,Multan,Mobile Phone,Beauty,,4,2024/02/15,cash,
1518,Sara Ahmed,Male,,Islamabad,Tablet,Beauty,37645,5,2024-05-20,Cash,4
1519,,Male,twenty five,,Shoes,Beauty,43330,3,2024-05-20,card,4
1520,Sana Khan,Female,,Faisalabad,Shirt,Clothing,,2,2024-05-20,Cash,3
1521,Zainab Malik,,,Lahore,TV,Beauty,28346,5,2024-05-20,card,3
1522,Hassan Raza,Male,twenty five,,Shoes,Beauty,77016,3,2024-01-10,card,2
1523,Sara Ahmed,Male,20,Multan,Shoes,Clothing,12478,1,15-03-2024,,2
1524,Ahmed Raza,Female,,Islamabad,Watch,Clothing,,3,2024-01-10,Cash,4
1525,Zainab Malik,Male,twenty five,Faisalabad,Jewelry,Beauty,24492,4,2024-05-20,cash,1
1526,,,,Islamabad,Watch,Clothing,87048,3,15-03-2024,COD,2
1527,Hina Tariq,,twenty five,Faisalabad,Shirt,Accessories,50432,5,2024/02/15,cash,3
1528,Ahmed Raza,Male,twenty five,Lahore,Shirt,Clothing,62998,4,2024-05-20,card,2
1529,Ahmed Ali,,,Karachi,Perfume,Electronics,,5,2024-05-20,COD,2
1530,Ali Khan,Male,twenty five,Lahore,Mobile Phone,Accessories,29426,2,15-03-2024,Cash,4
1531,Usman Ali,,28,Multan,Shirt,Accessories,,4,2024/02/15,Card,1
1532,Hassan Raza,Female,twenty five,Faisalabad,Makeup Kit,Electronics,116679,3,2024-05-20,cash,
1533,Bilal Ahmed,Female,twenty five,Faisalabad,TV,Clothing,61434,1,2024-05-20,Card,4
1534,Kiran Noor,,,,Shirt,Electronics,17076,3,2024-05-20,COD,1
1535,,,,Islamabad,Mobile Phone,Beauty,4609,5,2024-05-20,,1
1536,Ahmed Ali,,,Multan,Perfume,Beauty,11542,4,2024-01-10,Card,3
1537,Ahmed Raza,,46,Lahore,Shoes,Accessories,74641,2,2024/02/15,Card,
1538,Kiran Noor,Male,twenty five,Lahore,Shoes,Beauty,84608,4,2024/02/15,Card,1
1539,Hassan Raza,Male,,Lahore,Mobile Phone,Electronics,,4,2024-01-10,,5
1540,Zainab Malik,Male,twenty five,Islamabad,Handbag,Clothing,,5,15-03-2024,,5
1541,Farhan Ali,Male,,,Shirt,Accessories,91031,2,2024/02/15,cash,3
1542,Ali Khan,Male,22,Islamabad,Shoes,Accessories,27116,4,2024-05-20,card,5
1543,Kiran Noor,Male,twenty five,Lahore,Makeup Kit,Accessories,114628,5,2024/02/15,Cash,2
1544,Ahmed Raza,Male,,Faisalabad,Perfume,Accessories,45413,4,2024-01-10,card,1
1545,Kiran Noor,Female,32,Faisalabad,Makeup Kit,Clothing,,2,2024-05-20,cash,1
1546,Zainab Malik,Female,twenty five,Islamabad,Jewelry,Electronics,83761,4,2024-01-10,cash,4
1547,,,twenty five,Faisalabad,Watch,Beauty,57237,1,2024-05-20,Card,1
1548,Sana Khan,Male,twenty five,Islamabad,Perfume,Beauty,8504,5,2024-01-10,COD,1
1549,Sana Khan,,18,Karachi,Headphones,Electronics,,2,2024-01-10,,5
1550,,Male,19,,Watch,Accessories,19666,5,15-03-2024,cash,3
1551,Zainab Malik,Male,,Karachi,Headphones,Beauty,,4,2024-01-10,card,1
1552,Ahmed Raza,,twenty five,,Mobile Phone,Accessories,69601,5,15-03-2024,card,4
1553,Sana Khan,Male,twenty five,Faisalabad,Laptop,Beauty,31532,1,2024-01-10,cash,1
1554,Hina Tariq,Male,twenty five,Lahore,Shoes,Accessories,71746,3,2024/02/15,Card,3
1555,Farhan Ali,,48,Lahore,Shoes,Clothing,62115,3,2024-05-20,COD,5
1556,,,,Islamabad,TV,Clothing,,1,2024/02/15,Card,5
1557,Hina Tariq,Male,,Karachi,Perfume,Electronics,9990,3,15-03-2024,,5
1558,Usman Ali,Female,,Lahore,Handbag,Accessories,3297,1,15-03-2024,Cash,2
1559,Sana Khan,,twenty five,Islamabad,Mobile Phone,Electronics,,5,2024-01-10,Card,4
1560,,Male,twenty five,Karachi,TV,Beauty,70392,4,15-03-2024,cash,4
1561,Ahmed Ali,,twenty five,Karachi,Tablet,Beauty,18212,3,2024-01-10,Cash,1
1562,Sara Ahmed,Male,,Lahore,Handbag,Accessories,7528,5,2024-05-20,cash,3
1563,Sara Ahmed,,twenty five,Lahore,Watch,Electronics,31104,3,2024-05-20,COD,2
1564,Usman Ali,Male,,Lahore,Laptop,Clothing,,1,2024-01-10,cash,
1565,Kiran Noor,Female,twenty five,Islamabad,Laptop,Beauty,,2,15-03-2024,cash,5
1566,Ayesha Khan,Male,twenty five,,TV,Accessories,66848,4,2024/02/15,Card,4
1567,Kiran Noor,Female,42,Faisalabad,TV,Clothing,86726,3,2024-05-20,cash,1
1568,Hassan Raza,Female,twenty five,Faisalabad,Perfume,Beauty,13438,5,2024/02/15,Card,5
1569,Kiran Noor,Female,twenty five,Multan,Handbag,Electronics,,3,15-03-2024,,
1570,Ahmed Ali,,,Lahore,Handbag,Clothing,75271,3,2024-05-20,,4
1571,,,,Faisalabad,Shoes,Accessories,79819,2,15-03-2024,COD,3
1572,Usman Ali,Male,twenty five,Multan,Watch,Beauty,,1,15-03-2024,cash,2
1573,Ayesha Khan,Female,36,Islamabad,Tablet,Beauty,,3,2024-01-10,card,4
1574,Usman Ali,Male,twenty five,Lahore,Jewelry,Clothing,71884,1,2024-01-10,card,4
1575,Farhan Ali,Female,,Karachi,TV,Clothing,90696,4,2024-05-20,Cash,2
1576,Usman Ali,Female,twenty five,Lahore,Perfume,Electronics,58787,3,2024-01-10,Card,5
1577,Ahmed Ali,Male,twenty five,,Jewelry,Accessories,34770,2,2024/02/15,COD,
1578,Ayesha Khan,,twenty five,Faisalabad,Headphones,Beauty,,5,15-03-2024,Cash,3
1579,Sana Khan,Female,23,Islamabad,Shoes,Accessories,1304,5,2024-05-20,Card,1
1580,Usman Ali,Female,32,Islamabad,Perfume,Clothing,46580,4,2024/02/15,Card,2
1581,Hina Tariq,,,Lahore,Headphones,Electronics,40794,3,2024/02/15,,5
1582,Ahmed Ali,,,Karachi,Headphones,Electronics,55973,5,2024/02/15,cash,2
1583,Ali Khan,Male,twenty five,Karachi,Watch,Electronics,42994,4,15-03-2024,Cash,
1584,Usman Ali,Female,twenty five,,Jewelry,Accessories,18333,1,15-03-2024,card,2
1585,Hina Tariq,,,Lahore,Makeup Kit,Clothing,76237,4,2024-05-20,Cash,1
1586,Ahmed Ali,,,Islamabad,Shoes,Accessories,96486,1,2024-05-20,cash,
1587,Kiran Noor,Female,,,Mobile Phone,Clothing,89091,3,2024-01-10,COD,
1588,Farhan Ali,Female,50,Karachi,Shirt,Beauty,,5,2024/02/15,COD,
1589,Ayesha Khan,Female,,Karachi,Tablet,Beauty,5431,1,2024/02/15,cash,1
1590,Bilal Ahmed,Male,,,Shoes,Electronics,91627,4,15-03-2024,,3
1591,Ali Khan,Male,twenty five,Karachi,Jewelry,Accessories,74582,1,2024/02/15,Card,
1592,,Female,twenty five,Lahore,Handbag,Beauty,44683,4,2024/02/15,COD,2
1593,Bilal Ahmed,,twenty five,,Headphones,Beauty,14580,4,2024-05-20,Cash,2
1594,Bilal Ahmed,Female,40,Lahore,Tablet,Accessories,,1,2024-01-10,cash,
1595,Ayesha Khan,Male,twenty five,Islamabad,Tablet,Accessories,,3,2024/02/15,COD,2
1596,Sana Khan,Male,,Lahore,Mobile Phone,Accessories,,2,2024-05-20,Card,5
1597,Hina Tariq,Male,30,Islamabad,Makeup Kit,Beauty,84332,4,15-03-2024,card,
